Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_M,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,KMeans_Cluster
49.00000000000001,3.0000000000000004,37.0,5.0,2.0,1.0,25577.408942057726,0.0,3700.6529250675835,1.108,1714.7097640154104,32.0,1.0,0.0,1,1,0,0,0
49.00000000000001,4.0,30.0,3.0000000000000004,2.0,3.0,37777.86770087713,0.0,22770.110281067744,1.108,1420.5420565704835,28.0,1.067,0.0,1,0,1,0,2
56.0,2.0,45.00000000000001,6.000000000000001,2.0,1.0,24785.690857791404,1430.0,842.7016746024225,1.108,1700.676711903752,28.0,0.588,0.626,1,1,0,0,0
59.0,1.0,49.0,3.0000000000000004,2.0,2.0,24916.26232206045,2020.0,524.0469770312187,1.108,1680.075063300475,28.0,1.067,0.793,1,1,0,0,0
46.0,3.0000000000000004,40.0,4.0,3.0,3.0,32334.188746461474,1435.0,14502.100393345281,0.787,1257.9209295597798,28.0,0.8,0.074,1,1,0,0,0
52.0,1.0,40.0,5.0,1.0,1.0,25979.371380021046,1227.0,3350.300798167904,0.624,1257.9209295597798,40.0,0.6,0.259,1,0,1,0,2
52.0,3.0000000000000004,41.0,6.000000000000001,3.0,2.0,24952.631915975046,1549.0,1056.748536652766,1.108,1828.4401367250925,30.0,1.067,0.591,0,1,0,0,1
53.99999999999999,1.0,40.0,2.0,3.0,1.0,24366.0144944077,808.0,624.6673226601253,0.997,1257.9209295597798,28.0,0.9,0.562,0,1,0,0,1
60.00000000000001,0.0,49.0,3.0000000000000004,4.0,2.0,25221.213341482275,2179.0,978.0946937905062,1.108,1891.5198876787063,37.99999999999999,1.067,0.687,0,1,0,0,1
49.00000000000001,2.0,36.0,4.0,2.0,1.0,32453.825846272583,2517.0,13987.816102462164,0.664,1392.0013212029467,35.0,0.3677,0.127,1,1,0,0,0
56.0,2.0,36.0,1.0,3.0,3.0,30851.823054603345,0.0,12988.56561203536,1.041,1257.9209295597798,28.0,0.3677,0.0,1,1,0,0,0
49.00000000000001,4.0,36.0,6.000000000000001,4.0,2.0,25283.034830936977,2200.0,1080.9882589622591,0.678,1257.9209295597798,32.0,0.6,0.667,0,0,0,1,1
49.00000000000001,3.0000000000000004,36.0,2.0,2.0,1.0,25040.93191605981,2363.0,462.9218717857392,0.75,1278.3411927391555,40.0,0.6,0.843,0,0,1,0,2
56.0,2.0,49.0,4.0,2.0,3.0,25842.41948743667,1880.0000000000002,2486.465832533714,1.107,1401.5199360523193,29.000000000000004,1.067,0.422,1,1,0,0,0
42.0,2.0,34.0,4.0,4.0,3.0,25301.510163640392,1753.0000000000002,1547.9011415844025,0.69,1257.9209295597798,28.0,1.067,0.525,1,0,1,0,2
55.0,3.0000000000000004,47.0,4.0,2.0,3.0,25350.08020809241,2016.0000000000002,1391.6835831742721,0.901,1257.9209295597798,33.0,0.833,0.587,1,1,0,0,0
48.0,2.0,35.0,2.0,4.0,4.0,37777.86770087713,0.0,22770.110281067744,0.763,1257.9209295597798,28.0,0.5,0.0,1,1,0,0,0
39.0,1.0,33.0,5.0,3.0,3.0,26537.03360785018,1251.0,4384.699930215524,0.944,1298.4511604726906,28.0,1.067,0.211,1,0,0,0,0
44.0,4.0,32.0,2.0,4.0,2.0,34056.50152287775,2102.0,16932.052177841917,0.997,1260.1270521367737,28.0,0.733,0.088,1,0,1,0,2
53.0,2.0,44.0,4.0,2.0,2.0,30423.70630114001,1634.0,11106.065357855825,0.989,1272.591352638938,28.0,0.917,0.111,1,0,1,0,2
51.0,4.0,38.0,4.0,1.0,4.0,37777.86770087713,1515.0,22770.110281067744,0.592,1276.4247837385126,32.0,0.6,0.044,1,0,1,0,2
56.99999999999999,2.0,49.0,5.0,3.0,3.0,26843.707392417804,1817.0,4465.635859841226,0.62,1333.8283562433794,35.0,0.667,0.276,1,1,0,0,0
44.0,2.0,22.0,6.000000000000001,3.0,3.0,24687.299107142135,1468.0,610.6197377776544,1.004,1257.9209295597798,28.0,0.556,0.704,0,0,1,0,2
49.00000000000001,2.0,32.0,2.0,2.0,2.0,24490.13134219414,1107.0,575.2298520289033,1.108,1634.1045290677753,28.0,1.067,0.656,1,1,0,0,0
50.0,2.0,38.0,6.000000000000001,2.0,2.0,34553.71893000474,1330.0,18203.387435865683,1.072,1257.9209295597798,28.0,1.067,0.053,1,1,0,0,0
51.0,4.0,42.0,3.0000000000000004,2.0,3.0,37777.86770087713,1763.0,22770.110281067744,1.108,1521.0245713136092,41.0,1.05,0.051,1,0,1,0,2
55.0,2.0,42.0,5.0,3.0,3.0,24752.596657326274,1034.0,1162.3092503026128,0.758,1511.5690500265769,36.0,0.3677,0.467,0,1,0,0,1
53.99999999999999,1.0,43.0,4.0,2.0,3.0,25093.79899423829,2030.0,869.042636688378,0.769,1257.9209295597798,28.0,0.4,0.698,1,0,0,1,0
42.0,5.0,37.0,6.000000000000001,2.0,2.0,33664.75223449093,1528.0,16643.05868455076,0.4620000000000001,1372.9489556284798,35.0,0.522,0.067,1,1,0,0,0
44.0,1.0,35.0,3.0000000000000004,3.0,3.0,34188.66120397555,1932.0,17252.028422364492,1.108,1322.3622987602853,28.0,1.067,0.079,1,0,1,0,2
53.0,2.0,36.0,5.0,3.0,2.0,26229.380428147593,1515.0,3566.530799648137,0.857,1272.591352638938,33.0,0.435,0.287,1,0,1,0,2
44.0,4.0,36.0,6.000000000000001,4.0,2.0,27036.135517052542,2517.0,4215.17629638339,0.47500000000000003,1257.9209295597798,28.0,1.067,0.36,0,0,1,0,2
37.0,3.0000000000000004,29.0,4.0,4.0,2.0,27053.657415084246,1801.0,4876.176993413906,0.751,2251.809512018509,57.0,0.966,0.256,0,0,1,0,2
49.00000000000001,3.0000000000000004,30.0,6.000000000000001,1.0,2.0,24910.360780097315,1823.0,705.7955930588729,0.703,1443.3420596277542,28.0,0.3677,0.719,1,0,0,0,0
47.0,2.0,38.0,6.000000000000001,3.0,2.0,35852.221525384564,1899.0,19949.61519331862,0.8500000000000001,1315.6703858036938,35.0,0.4,0.066,1,1,0,0,0
47.0,3.0000000000000004,37.0,4.0,4.0,1.0,27751.091997966367,1695.0,6267.452525443919,1.108,1432.8956482170095,41.0,1.067,0.198,1,1,0,0,0
44.0,1.0,36.0,6.000000000000001,2.0,2.0,37777.86770087713,1533.0,22770.110281067744,0.9240000000000002,1571.0559578362677,29.000000000000004,0.526,0.044,1,0,0,1,0
55.0,4.0,45.00000000000001,2.0,4.0,3.0,24723.92118422145,0.0,2093.3963416874476,0.585,1257.9209295597798,28.0,0.714,0.0,0,1,0,0,1
53.0,1.0,35.0,5.0,4.0,2.0,37777.86770087713,1219.0,22770.110281067744,1.108,1558.7969924860486,28.0,1.067,0.035,1,0,0,0,0
52.0,2.0,47.0,5.0,3.0,1.0,25179.284262139754,1910.0,1155.539814748456,0.921,1503.054825808841,35.0,0.667,0.619,1,1,0,0,0
53.0,2.0,35.0,4.0,2.0,1.0,32169.52101561973,2056.0,13812.660162350345,0.607,1257.9209295597798,30.999999999999996,0.722,0.108,1,0,1,0,2
43.0,3.0000000000000004,35.0,5.0,2.0,3.0,25635.20081530913,0.0,3808.293099646889,0.483,1257.9209295597798,32.0,0.6,0.0,0,0,1,0,2
44.0,3.0000000000000004,30.999999999999996,4.0,3.0,1.0,29589.785771244013,837.0,10239.148524000693,1.108,1391.0491824131598,28.0,1.067,0.066,1,0,1,0,2
56.99999999999999,2.0,45.00000000000001,5.0,3.0,3.0,26226.54463360951,0.0,4901.3490076580365,1.108,1488.8554833982166,29.000000000000004,1.067,0.0,1,1,0,0,0
51.0,2.0,36.0,3.0000000000000004,2.0,2.0,28360.64807489128,0.0,8728.021004688735,0.731,1260.1270521367737,28.0,1.067,0.0,0,0,1,0,2
49.00000000000001,4.0,38.0,4.0,3.0,1.0,36688.801034082404,1953.0,21240.279921269834,0.875,1534.2539499666802,35.0,1.067,0.062,1,0,1,0,2
45.0,1.0,36.0,4.0,4.0,3.0,26839.995858564704,0.0,6019.698442159731,0.579,1440.4936404041284,34.00000000000001,0.619,0.0,1,0,1,0,2
53.0,0.0,42.0,5.0,4.0,1.0,24973.25634267585,2037.0,621.4260797528506,0.8500000000000001,1269.7157426816002,29.000000000000004,0.933,0.765,1,0,1,0,2
60.00000000000001,1.0,49.0,6.000000000000001,4.0,3.0,24501.088329485494,895.0,804.6180910134574,1.108,1636.9224329694473,32.0,0.882,0.524,1,1,0,0,0
45.0,3.0000000000000004,35.0,5.0,4.0,2.0,25358.815247116443,1200.0,2183.6362885111193,0.597,1295.579685109127,30.0,0.3677,0.347,1,1,0,0,0
53.0,3.0000000000000004,35.0,5.0,3.0,2.0,25520.964481810013,1706.0,2022.7318434066829,1.047,1576.7111230638316,42.00000000000001,0.68,0.45,1,1,0,0,0
56.0,3.0000000000000004,49.0,3.0000000000000004,2.0,1.0,28253.683143621434,2250.0,6737.12582833925,0.576,1257.9209295597798,28.0,0.727,0.232,1,1,0,0,0
47.0,2.0,37.0,2.0,3.0,3.0,26312.92718221089,1628.0,3624.2041726867083,0.696,1257.9209295597798,28.0,0.385,0.299,1,1,0,0,0
53.0,3.0000000000000004,34.0,6.000000000000001,2.0,2.0,25108.469310746295,1264.0,1636.7156180236705,0.562,1257.9209295597798,33.0,0.5,0.43,1,1,0,0,0
44.0,2.0,32.0,3.0000000000000004,3.0,3.0,25152.929510992326,1879.0,1133.288030440846,0.788,1281.215423176239,28.0,1.067,0.62,0,0,1,0,2
44.0,3.0000000000000004,25.000000000000004,3.0000000000000004,3.0,1.0,24577.188968141643,0.0,1813.6618420511163,0.8830000000000001,1257.9209295597798,34.00000000000001,0.789,0.0,1,0,0,1,0
43.0,4.0,33.0,2.0,3.0,3.0,27656.62244635518,926.0,6731.366187840014,0.762,1536.1430665799069,37.0,0.542,0.111,0,1,0,0,1
53.0,2.0,36.0,6.000000000000001,1.0,2.0,37777.86770087713,930.9999999999999,22770.110281067744,0.828,1257.9209295597798,28.0,1.067,0.027,1,0,1,0,2
44.0,1.0,36.0,5.0,2.0,3.0,30305.257386218702,2440.0,10306.72717473285,1.108,1257.9209295597798,30.0,0.667,0.169,1,1,0,0,0
60.00000000000001,1.0,49.0,6.000000000000001,1.0,1.0,24366.0144944077,0.0,1409.2573965128302,0.813,1896.1493790114473,44.00000000000001,1.067,0.0,0,1,0,0,1
53.99999999999999,4.0,36.0,6.000000000000001,3.0,2.0,37535.31389865861,1960.0,22556.28060664597,0.618,1257.9209295597798,30.999999999999996,0.824,0.058,1,0,0,0,0
56.99999999999999,4.0,39.0,4.0,3.0,1.0,27705.472934728477,1886.0000000000002,6023.058352598521,0.56,1323.3180829725763,32.0,0.391,0.223,1,1,0,0,0
42.0,3.0000000000000004,36.0,5.0,3.0,3.0,30570.758975831075,865.0,11910.687478397116,0.9390000000000001,1257.9209295597798,28.0,1.067,0.057,1,1,0,0,0
42.0,4.0,36.0,5.0,1.0,2.0,25266.00894288268,1674.0,1553.6380099486755,0.588,1257.9209295597798,35.0,0.3677,0.513,1,0,0,0,0
53.99999999999999,0.0,36.0,2.0,2.0,2.0,24393.852776733645,706.0,779.2056688067327,1.108,1287.9201739933733,28.0,1.067,0.473,0,1,0,0,1
48.0,3.0000000000000004,35.0,6.000000000000001,1.0,1.0,29927.48703346674,1294.0,10489.490709223926,0.791,1367.2293056199915,37.0,1.056,0.095,1,0,1,0,2
49.00000000000001,1.0,36.0,6.000000000000001,2.0,2.0,32108.646718890726,895.0,14481.070707069017,1.108,1257.9209295597798,28.0,1.067,0.047,1,0,1,0,2
52.0,3.0000000000000004,48.0,3.0000000000000004,2.0,1.0,29255.071337680714,1273.0,9323.18703670666,1.024,2023.4549820324032,36.0,1.067,0.106,1,0,0,1,0
50.0,3.0000000000000004,39.0,4.0,1.0,4.0,28375.71075989564,1559.0,7522.877102300934,1.108,1592.7244354455036,28.0,0.786,0.156,1,0,1,0,2
49.00000000000001,1.0,36.0,4.0,4.0,3.0,34131.766977750536,1196.0,17603.912393617047,0.712,1257.9209295597798,28.0,1.0,0.05,1,1,0,0,0
53.0,2.0,44.0,3.0000000000000004,2.0,3.0,26271.888198072484,1901.0,3298.5306072741414,0.816,1523.8602579961491,37.99999999999999,1.0,0.355,0,1,0,0,1
50.0,2.0,36.0,3.0000000000000004,2.0,2.0,37777.86770087713,1023.0,22770.110281067744,1.004,1257.9209295597798,28.0,0.625,0.03,1,0,1,0,2
55.0,1.0,36.0,4.0,1.0,1.0,25222.675024862587,1951.0,1201.9321597999049,0.766,1257.9209295597798,29.000000000000004,0.611,0.615,0,1,0,0,1
53.0,1.0,47.0,3.0000000000000004,2.0,2.0,29378.19358259566,1836.0,9111.090816289929,1.108,1623.7684334278385,37.99999999999999,1.067,0.15,1,1,0,0,0
47.0,3.0000000000000004,41.0,4.0,3.0,3.0,25520.481635152213,1540.0,2178.0031990832013,0.566,1562.5698724327312,47.0,0.382,0.407,0,0,1,0,2
55.0,2.0,42.0,2.0,3.0,2.0,37777.86770087713,1527.0,22770.110281067744,0.526,1257.9209295597798,42.00000000000001,0.3677,0.044,1,0,1,0,2
47.0,3.0000000000000004,36.0,4.0,2.0,2.0,25101.623972725323,0.0,2808.79451321808,0.676,1286.9625055593349,28.0,0.846,0.0,1,0,1,0,2
58.0,4.0,49.0,6.000000000000001,1.0,1.0,36959.15197912186,0.0,22690.759485389346,0.567,1348.1506497579808,30.0,0.3677,0.0,1,0,1,0,2
53.0,2.0,41.0,3.0000000000000004,3.0,2.0,29122.396650141458,2227.0,8346.93413888966,0.622,1257.9209295597798,28.0,0.3677,0.191,1,1,0,0,0
52.0,2.0,45.00000000000001,3.0000000000000004,1.0,2.0,29919.456270035153,1300.0,10471.03633540841,0.846,1493.5898440208744,29.000000000000004,1.067,0.096,1,0,1,0,2
50.0,1.0,36.0,4.0,2.0,2.0,29217.095185061393,2090.0,8625.35459283859,0.7,1257.9209295597798,30.0,0.765,0.176,0,0,0,1,1
42.0,1.0,36.0,5.0,1.0,2.0,24839.952917141996,1985.0,462.9218717857392,0.788,1257.9209295597798,28.0,0.778,0.83,0,1,0,0,1
43.0,4.0,39.0,5.0,1.0,2.0,26623.544190755216,2517.0,3419.2071416581734,0.632,1257.9209295597798,28.0,1.067,0.412,1,1,0,0,0
56.99999999999999,4.0,45.99999999999999,3.0000000000000004,2.0,3.0,32260.2290790596,1662.0,14228.372094909619,1.108,1535.1985330922098,28.0,1.067,0.086,1,1,0,0,0
52.0,1.0,43.0,3.0000000000000004,1.0,4.0,25482.79786348926,2517.0,1172.944252837917,1.108,1547.473598579413,34.00000000000001,0.7,0.678,1,1,0,0,0
47.0,2.0,37.0,2.0,1.0,3.0,25252.38191980648,797.0,2355.9394464734373,0.541,1467.0613483506274,32.0,1.0,0.246,1,0,1,0,2
44.0,3.0000000000000004,38.0,3.0000000000000004,1.0,1.0,29157.021159852466,788.0,9519.569596472145,0.688,1257.9209295597798,28.0,0.929,0.067,0,0,1,0,2
53.0,2.0,36.0,5.0,3.0,2.0,27381.627135445167,2100.0,5235.519696501716,0.839,1257.9209295597798,28.0,0.733,0.271,1,0,0,0,0
45.0,4.0,40.0,5.0,1.0,1.0,28571.784644737327,1186.0,8173.74687706906,1.108,2451.28699067202,42.00000000000001,1.067,0.114,1,0,0,0,0
39.0,2.0,27.0,4.0,2.0,2.0,26667.41438290697,2517.0,3504.243540212486,0.9390000000000001,1257.9209295597798,28.0,0.727,0.406,0,0,1,0,2
48.0,5.0,38.0,1.0,3.0,3.0,27505.5443396803,0.0,7215.913346756704,0.654,1257.9209295597798,28.0,0.8,0.0,0,1,0,0,1
51.0,1.0,42.0,6.000000000000001,2.0,3.0,27962.106542741592,2327.0,6131.2404625823065,0.649,1257.9209295597798,28.0,0.636,0.258,1,0,1,0,2
53.99999999999999,4.0,34.0,2.0,3.0,2.0,30503.54480541301,2517.0,10601.48141440991,1.108,1545.5856725233734,28.0,1.067,0.169,1,1,0,0,0
59.0,1.0,36.0,3.0000000000000004,2.0,3.0,26727.990208680687,1128.0,4850.117644546724,0.4620000000000001,1257.9209295597798,28.0,0.667,0.178,0,0,1,0,2
59.0,1.0,49.0,2.0,3.0,3.0,30525.549662531088,0.0,12441.980737707443,0.71,1257.9209295597798,28.0,1.0,0.0,1,0,1,0,2
48.0,4.0,38.0,3.0000000000000004,2.0,3.0,25006.621030864502,0.0,2629.47698832416,0.76,1257.9209295597798,28.0,0.455,0.0,0,1,0,0,1
41.0,2.0,32.0,6.000000000000001,3.0,2.0,24769.39486709998,2117.0,462.9218717857392,1.108,1584.2485766523012,30.999999999999996,1.067,0.941,0,0,1,0,2
55.0,2.0,49.0,3.0000000000000004,2.0,1.0,28794.704992664138,1536.0,8298.214702735422,1.108,1560.6835314539312,34.00000000000001,1.0,0.141,1,1,0,0,0
41.0,2.0,24.0,4.0,1.0,3.0,28109.77888726759,1104.0,7407.681948267175,0.572,1286.0047860972727,39.0,0.625,0.118,1,1,0,0,0
40.0,3.0000000000000004,28.000000000000004,5.0,1.0,1.0,33171.89804618867,0.0,16786.013237187624,1.047,1331.9178545409004,28.0,0.467,0.0,1,0,1,0,2
50.0,1.0,30.999999999999996,2.0,2.0,3.0,31910.22698893122,0.0,14739.763057445869,0.868,1281.215423176239,28.0,0.571,0.0,0,0,1,0,2
47.0,4.0,41.0,6.000000000000001,2.0,2.0,24845.86703314482,1540.0,854.4112508972804,0.469,1257.9209295597798,29.000000000000004,1.067,0.64,1,0,1,0,2
53.0,1.0,47.0,4.0,2.0,3.0,24721.94264875593,930.0,1202.8980041756936,1.108,1415.788413423048,28.0,1.067,0.432,0,1,0,0,1
42.0,5.0,36.0,3.0000000000000004,3.0,3.0,24664.5135792495,0.0,1980.2635917840785,0.786,1257.9209295597798,28.0,0.75,0.0,0,1,0,0,1
48.0,4.0,38.0,6.000000000000001,1.0,3.0,27555.52638144179,0.0,7305.052396073433,1.108,1677.2639171382916,29.000000000000004,0.812,0.0,0,0,1,0,2
49.00000000000001,1.0,38.0,6.000000000000001,1.0,3.0,28108.88588612421,618.0,7796.031514659213,0.554,1257.9209295597798,28.0,0.8,0.066,1,1,0,0,0
43.0,4.0,34.0,2.0,3.0,1.0,25232.90500037917,1954.0,1219.3132244613646,0.9710000000000001,1268.7571037843359,29.000000000000004,0.706,0.612,0,0,0,0,1
56.0,0.0,43.0,5.0,2.0,1.0,25065.417919656345,1024.0,1781.3845188348237,1.009,1616.2475378737827,28.0,1.0,0.359,1,1,0,0,0
46.0,1.0,36.0,3.0000000000000004,2.0,2.0,32725.22421961408,2071.0,14741.067970768145,1.108,1724.9937100971088,37.99999999999999,1.067,0.101,1,1,0,0,0
47.0,4.0,41.0,6.000000000000001,4.0,3.0,25372.398502299984,2114.0,1341.6981689110073,0.508,1257.9209295597798,28.0,0.3677,0.607,0,0,0,0,1
50.0,4.0,40.0,5.0,2.0,3.0,25169.52569138006,1570.0,1463.650662841148,1.077,1257.9209295597798,28.0,1.067,0.512,0,1,0,0,1
51.0,3.0000000000000004,43.0,3.0000000000000004,1.0,2.0,24737.27320402941,1761.0,462.9218717857392,0.682,1610.604800280347,30.0,0.429,0.806,0,1,0,0,1
47.0,3.0000000000000004,36.0,4.0,1.0,1.0,24452.25198097316,746.0,854.4112508972804,0.9930000000000001,1391.0491824131598,29.000000000000004,0.706,0.463,0,1,0,0,1
58.0,4.0,47.0,3.0000000000000004,3.0,3.0,25050.7284927184,2173.0,643.0286182981314,1.108,1257.9209295597798,28.0,1.067,0.77,0,1,0,0,1
46.0,5.0,33.0,6.000000000000001,3.0,3.0,37260.17086792916,2517.0,21834.501047278925,0.658,1257.9209295597798,28.0,0.7,0.076,1,0,1,0,2
53.0,3.0000000000000004,47.0,5.0,2.0,2.0,24366.0144944077,0.0,1409.2573965128302,0.776,2110.5718077629626,53.00000000000001,0.828,0.0,1,1,0,0,0
52.0,1.0,45.00000000000001,6.000000000000001,3.0,3.0,26898.867343597794,893.0,5370.170439468722,0.567,1367.2293056199915,28.0,0.75,0.133,0,1,0,0,1
53.0,2.0,36.0,2.0,2.0,1.0,25241.184092479885,0.0,3071.4615784543507,0.713,1257.9209295597798,28.0,0.3677,0.0,1,1,0,0,0
